"ser","subject","description"
"196","area","NK"
"196","title","Datafication of education enhancing teaching and learning through data mining and learning analyses"
"196","citaIEEE",
"196","link2",
"196","link1","http://ieeexplore.ieee.org/document/6674454/"
"196","rating",
"196","jcode",
"196","citOthers",
"196","cites","NULL"
"196","myres",
"197","serial","197"
"197","doctype","Paper"
"197","year",
"197","area","NK"
"197","title","Analyzing the effect of difficulty level of a course on students performance prediction using data mining"
"197","citaIEEE",
"197","link2",
"197","link1","http://ieeexplore.ieee.org/document/7375222/"
"197","rating",
"197","jcode",
"197","citOthers",
"197","cites","NULL"
"197","myres",
"198","serial","198"
"198","doctype","Paper"
"198","year",
"198","area","NK"
"198","title","Analyzing educational comments for topics and sentiments: A text analytics approach"
"198","citaIEEE",
"198","link2",
"198","link1","http://ieeexplore.ieee.org/document/7344296/"
"198","rating",
"198","jcode",
"198","citOthers",
"198","cites","NULL"
"198","myres",
"199","serial","199"
"199","doctype","Paper"
"199","year",
"199","area","NK"
"199","title","Design and Implementation of Learning Analytics System for Teachers and Learners Based on the Specified LMS"
"199","citaIEEE",
"199","link2",
"199","link1","http://ieeexplore.ieee.org/document/6982567/"
"199","rating",
"199","jcode",
"199","citOthers",
"199","cites","NULL"
"199","myres",
"200","serial","200"
"200","doctype","Paper"
"200","year",
"200","area","NK"
"200","title","Typical Applications of Big Data in Education"
"200","citaIEEE",
"200","link2",
"200","link1","http://ieeexplore.ieee.org/document/7446158/"
"200","rating",
"200","jcode",
"200","citOthers",
"200","cites","NULL"
"200","myres",
"201","serial","201"
"201","doctype","Paper"
"201","year",
"201","area","NK"
"201","title","Classification Algorithms to Predict Students' Extraversion-Introversion Traits"
"201","citaIEEE",
"201","link2",
"201","link1","http://ieeexplore.ieee.org/document/7756138/"
"201","rating",
"201","jcode",
"201","citOthers",
"201","cites","NULL"
"201","myres",
"202","serial","202"
"202","doctype","Paper"
"202","year",
"202","area","NK"
"202","title","Exposing the hidden to the eyes: Analysis of SCHOLAT E-Learning data"
"202","citaIEEE",
"202","link2",
"202","link1","http://ieeexplore.ieee.org/document/7566073/"
"202","rating",
"202","jcode",
"202","citOthers",
"202","cites","NULL"
"202","myres",
"203","serial","203"
"203","doctype","Paper"
"203","year",
"203","area","NK"
"203","title","The recent state of educational data mining: A survey and future visions"
"203","citaIEEE",
"203","link2",
"203","link1","http://ieeexplore.ieee.org/document/7375344/"
"203","rating",
"203","jcode",
"203","citOthers",
"203","cites","NULL"
"203","myres",
